class_id,dir,start_frame,end_frame
15,"('VNvb5oLOpLg_00078',)",0,267
46,"('VNvb5oLOpLg_00079',)",0,164
46,"('VNvb5oLOpLg_00080',)",0,258
15,"('VNvb5oLOpLg_00081',)",0,135
15,"('VNvb5oLOpLg_00082',)",0,242
31,"('VNvb5oLOpLg_00083',)",0,387
31,"('VNvb5oLOpLg_00084',)",0,249
46,"('VNvb5oLOpLg_00085',)",0,231
46,"('VNvb5oLOpLg_00086',)",0,206
31,"('VNvb5oLOpLg_00087',)",0,188
31,"('VNvb5oLOpLg_00088',)",0,277
15,"('VNvb5oLOpLg_00089',)",0,175
15,"('VNvb5oLOpLg_00090',)",0,225
15,"('VNvb5oLOpLg_00091',)",0,144
15,"('VNvb5oLOpLg_00092',)",0,253
17,"('VNvb5oLOpLg_00093',)",0,175
17,"('VNvb5oLOpLg_00094',)",0,264
15,"('VNvb5oLOpLg_00095',)",0,257
15,"('VNvb5oLOpLg_00096',)",0,259
15,"('VNvb5oLOpLg_00097',)",0,201
15,"('VNvb5oLOpLg_00098',)",0,299
31,"('VNvb5oLOpLg_00099',)",0,214
31,"('VNvb5oLOpLg_00100',)",0,249
15,"('VNvb5oLOpLg_00101',)",0,181
15,"('VNvb5oLOpLg_00102',)",0,244
31,"('VNvb5oLOpLg_00103',)",0,217
31,"('VNvb5oLOpLg_00104',)",0,233
31,"('VNvb5oLOpLg_00105',)",0,161
31,"('VNvb5oLOpLg_00106',)",0,227
17,"('VNvb5oLOpLg_00107',)",0,207
17,"('VNvb5oLOpLg_00108',)",0,301
15,"('VNvb5oLOpLg_00109',)",0,153
15,"('VNvb5oLOpLg_00110',)",0,219
31,"('VNvb5oLOpLg_00111',)",0,133
31,"('VNvb5oLOpLg_00112',)",0,214
31,"('VNvb5oLOpLg_00113',)",0,118
31,"('VNvb5oLOpLg_00114',)",0,220
15,"('VNvb5oLOpLg_00115',)",0,151
15,"('VNvb5oLOpLg_00116',)",0,221
15,"('VNvb5oLOpLg_00117',)",0,106
15,"('VNvb5oLOpLg_00118',)",0,197
15,"('VNvb5oLOpLg_00119',)",0,154
15,"('VNvb5oLOpLg_00120',)",0,234
31,"('VNvb5oLOpLg_00121',)",0,131
31,"('VNvb5oLOpLg_00122',)",0,203
15,"('VNvb5oLOpLg_00123',)",0,195
15,"('VNvb5oLOpLg_00124',)",0,235
32,"('VNvb5oLOpLg_00125',)",0,131
32,"('VNvb5oLOpLg_00126',)",0,221
15,"('VNvb5oLOpLg_00127',)",0,306
15,"('VNvb5oLOpLg_00128',)",0,223
31,"('VNvb5oLOpLg_00129',)",0,251
31,"('VNvb5oLOpLg_00130',)",0,221
46,"('VNvb5oLOpLg_00131',)",0,241
46,"('VNvb5oLOpLg_00132',)",0,378
19,"('VNvb5oLOpLg_00133',)",0,131
19,"('VNvb5oLOpLg_00134',)",0,245
46,"('VNvb5oLOpLg_00135',)",0,120
46,"('VNvb5oLOpLg_00136',)",0,228
15,"('VNvb5oLOpLg_00137',)",0,197
15,"('VNvb5oLOpLg_00138',)",0,215
31,"('VNvb5oLOpLg_00139',)",0,113
31,"('VNvb5oLOpLg_00140',)",0,221
46,"('VNvb5oLOpLg_00141',)",0,287
46,"('VNvb5oLOpLg_00142',)",0,244
31,"('VNvb5oLOpLg_00143',)",0,120
31,"('VNvb5oLOpLg_00144',)",0,247
46,"('VNvb5oLOpLg_00145',)",0,241
46,"('VNvb5oLOpLg_00146',)",0,303
15,"('VNvb5oLOpLg_00147',)",0,205
15,"('VNvb5oLOpLg_00148',)",0,258
31,"('VNvb5oLOpLg_00149',)",0,117
31,"('VNvb5oLOpLg_00150',)",0,220
15,"('VNvb5oLOpLg_00151',)",0,177
15,"('VNvb5oLOpLg_00152',)",0,287
46,"('VNvb5oLOpLg_00153',)",0,261
46,"('VNvb5oLOpLg_00154',)",0,271
46,"('VNvb5oLOpLg_00155',)",0,142
46,"('VNvb5oLOpLg_00156',)",0,241
15,"('VNvb5oLOpLg_00157',)",0,195
15,"('VNvb5oLOpLg_00158',)",0,240
15,"('VNvb5oLOpLg_00159',)",0,248
15,"('VNvb5oLOpLg_00160',)",0,290
15,"('VNvb5oLOpLg_00161',)",0,260
15,"('VNvb5oLOpLg_00162',)",0,297
15,"('VNvb5oLOpLg_00163',)",0,124
15,"('VNvb5oLOpLg_00164',)",0,209
15,"('VNvb5oLOpLg_00165',)",0,147
15,"('VNvb5oLOpLg_00166',)",0,204
15,"('VNvb5oLOpLg_00167',)",0,335
15,"('VNvb5oLOpLg_00168',)",0,235
15,"('VNvb5oLOpLg_00169',)",0,156
15,"('VNvb5oLOpLg_00170',)",0,288
15,"('VNvb5oLOpLg_00171',)",0,290
15,"('VNvb5oLOpLg_00172',)",0,240
46,"('VNvb5oLOpLg_00173',)",0,233
46,"('VNvb5oLOpLg_00174',)",0,279
15,"('VNvb5oLOpLg_00175',)",0,174
15,"('VNvb5oLOpLg_00176',)",0,248
15,"('VNvb5oLOpLg_00177',)",0,121
15,"('VNvb5oLOpLg_00178',)",0,219
15,"('VNvb5oLOpLg_00179',)",0,130
15,"('VNvb5oLOpLg_00180',)",0,214
46,"('VNvb5oLOpLg_00181',)",0,111
46,"('VNvb5oLOpLg_00182',)",0,237
46,"('VNvb5oLOpLg_00183',)",0,178
46,"('VNvb5oLOpLg_00184',)",0,243
15,"('VNvb5oLOpLg_00185',)",0,140
15,"('VNvb5oLOpLg_00186',)",0,227
46,"('VNvb5oLOpLg_00187',)",0,347
46,"('VNvb5oLOpLg_00188',)",0,264
17,"('VNvb5oLOpLg_00189',)",0,176
17,"('VNvb5oLOpLg_00190',)",0,251
46,"('VNvb5oLOpLg_00191',)",0,147
46,"('VNvb5oLOpLg_00192',)",0,245
15,"('VNvb5oLOpLg_00193',)",0,123
15,"('VNvb5oLOpLg_00194',)",0,239
31,"('VNvb5oLOpLg_00195',)",0,110
31,"('VNvb5oLOpLg_00196',)",0,243
17,"('VNvb5oLOpLg_00197',)",0,198
17,"('VNvb5oLOpLg_00198',)",0,237
31,"('VNvb5oLOpLg_00199',)",0,160
31,"('VNvb5oLOpLg_00200',)",0,205
31,"('VNvb5oLOpLg_00201',)",0,134
31,"('VNvb5oLOpLg_00202',)",0,178
15,"('VNvb5oLOpLg_00203',)",0,272
15,"('VNvb5oLOpLg_00204',)",0,338
31,"('VNvb5oLOpLg_00205',)",0,163
31,"('VNvb5oLOpLg_00206',)",0,223
31,"('VNvb5oLOpLg_00207',)",0,168
31,"('VNvb5oLOpLg_00208',)",0,263
31,"('VNvb5oLOpLg_00209',)",0,177
31,"('VNvb5oLOpLg_00210',)",0,247
46,"('VNvb5oLOpLg_00211',)",0,241
46,"('VNvb5oLOpLg_00212',)",0,207
46,"('VNvb5oLOpLg_00213',)",0,210
46,"('VNvb5oLOpLg_00214',)",0,205
31,"('VNvb5oLOpLg_00215',)",0,134
31,"('VNvb5oLOpLg_00216',)",0,227
31,"('VNvb5oLOpLg_00217',)",0,166
31,"('VNvb5oLOpLg_00218',)",0,170
46,"('VNvb5oLOpLg_00219',)",0,252
46,"('VNvb5oLOpLg_00220',)",0,247
36,"('VNvb5oLOpLg_00221',)",0,128
36,"('VNvb5oLOpLg_00222',)",0,208
17,"('VNvb5oLOpLg_00223',)",0,232
17,"('VNvb5oLOpLg_00224',)",0,260
46,"('VNvb5oLOpLg_00225',)",0,157
46,"('VNvb5oLOpLg_00226',)",0,217
31,"('VNvb5oLOpLg_00227',)",0,247
31,"('VNvb5oLOpLg_00228',)",0,291
46,"('VNvb5oLOpLg_00229',)",0,116
46,"('VNvb5oLOpLg_00230',)",0,261
46,"('VNvb5oLOpLg_00231',)",0,160
46,"('VNvb5oLOpLg_00232',)",0,206
46,"('VNvb5oLOpLg_00233',)",0,204
46,"('VNvb5oLOpLg_00234',)",0,260
31,"('VNvb5oLOpLg_00235',)",0,142
31,"('VNvb5oLOpLg_00236',)",0,212
46,"('VNvb5oLOpLg_00237',)",0,162
46,"('VNvb5oLOpLg_00238',)",0,226
46,"('VNvb5oLOpLg_00239',)",0,113
46,"('VNvb5oLOpLg_00240',)",0,222
31,"('VNvb5oLOpLg_00241',)",0,407
31,"('VNvb5oLOpLg_00242',)",0,200
31,"('VNvb5oLOpLg_00243',)",0,125
31,"('VNvb5oLOpLg_00244',)",0,213
31,"('VNvb5oLOpLg_00245',)",0,293
31,"('VNvb5oLOpLg_00246',)",0,247
31,"('VNvb5oLOpLg_00247',)",0,327
19,"('VNvb5oLOpLg_00248',)",0,234
19,"('VNvb5oLOpLg_00249',)",0,272
46,"('VNvb5oLOpLg_00250',)",0,186
46,"('VNvb5oLOpLg_00251',)",0,267
0,"('VNvb5oLOpLg_00252',)",0,195
0,"('VNvb5oLOpLg_00253',)",0,256
31,"('VNvb5oLOpLg_00254',)",0,251
31,"('VNvb5oLOpLg_00255',)",0,220
37,"('VNvb5oLOpLg_00256',)",0,222
37,"('VNvb5oLOpLg_00257',)",0,266
17,"('VNvb5oLOpLg_00258',)",0,130
17,"('VNvb5oLOpLg_00259',)",0,201
46,"('VNvb5oLOpLg_00260',)",0,116
46,"('VNvb5oLOpLg_00261',)",0,223
17,"('VNvb5oLOpLg_00262',)",0,77
17,"('VNvb5oLOpLg_00263',)",0,216
17,"('VNvb5oLOpLg_00264',)",0,195
17,"('VNvb5oLOpLg_00265',)",0,263
17,"('VNvb5oLOpLg_00266',)",0,188
17,"('VNvb5oLOpLg_00267',)",0,230
17,"('VNvb5oLOpLg_00268',)",0,160
17,"('VNvb5oLOpLg_00269',)",0,316
19,"('VNvb5oLOpLg_00270',)",0,282
19,"('VNvb5oLOpLg_00271',)",0,254
17,"('VNvb5oLOpLg_00272',)",0,160
17,"('VNvb5oLOpLg_00273',)",0,278
17,"('VNvb5oLOpLg_00274',)",0,114
17,"('VNvb5oLOpLg_00275',)",0,211
17,"('VNvb5oLOpLg_00276',)",0,253
17,"('VNvb5oLOpLg_00277',)",0,234
31,"('VNvb5oLOpLg_00278',)",0,171
31,"('VNvb5oLOpLg_00279',)",0,243
38,"('VNvb5oLOpLg_00280',)",0,148
38,"('VNvb5oLOpLg_00281',)",0,249
31,"('VNvb5oLOpLg_00282',)",0,247
31,"('VNvb5oLOpLg_00283',)",0,241
17,"('VNvb5oLOpLg_00284',)",0,213
17,"('VNvb5oLOpLg_00285',)",0,278
17,"('VNvb5oLOpLg_00286',)",0,104
17,"('VNvb5oLOpLg_00287',)",0,181
17,"('VNvb5oLOpLg_00288',)",0,265
17,"('VNvb5oLOpLg_00289',)",0,277
0,"('VNvb5oLOpLg_00290',)",0,115
0,"('VNvb5oLOpLg_00291',)",0,206
31,"('VNvb5oLOpLg_00292',)",0,207
31,"('VNvb5oLOpLg_00293',)",0,260
17,"('VNvb5oLOpLg_00294',)",0,181
17,"('VNvb5oLOpLg_00295',)",0,216
17,"('VNvb5oLOpLg_00296',)",0,117
17,"('VNvb5oLOpLg_00297',)",0,206
37,"('VNvb5oLOpLg_00298',)",0,144
37,"('VNvb5oLOpLg_00299',)",0,229
17,"('VNvb5oLOpLg_00300',)",0,222
17,"('VNvb5oLOpLg_00301',)",0,262
17,"('VNvb5oLOpLg_00302',)",0,154
17,"('VNvb5oLOpLg_00303',)",0,227
17,"('VNvb5oLOpLg_00304',)",0,196
17,"('VNvb5oLOpLg_00305',)",0,211
0,"('VNvb5oLOpLg_00306',)",0,164
0,"('VNvb5oLOpLg_00307',)",0,229
17,"('VNvb5oLOpLg_00308',)",0,163
17,"('VNvb5oLOpLg_00309',)",0,223
15,"('VNvb5oLOpLg_00310',)",0,113
15,"('VNvb5oLOpLg_00311',)",0,206
15,"('VNvb5oLOpLg_00312',)",0,208
15,"('VNvb5oLOpLg_00313',)",0,252
17,"('VNvb5oLOpLg_00314',)",0,123
17,"('VNvb5oLOpLg_00315',)",0,248
8,"('VNvb5oLOpLg_00316',)",0,129
8,"('VNvb5oLOpLg_00317',)",0,236
34,"('VNvb5oLOpLg_00318',)",0,163
34,"('VNvb5oLOpLg_00319',)",0,233
8,"('VNvb5oLOpLg_00320',)",0,210
8,"('VNvb5oLOpLg_00321',)",0,203
27,"('VNvb5oLOpLg_00322',)",0,172
27,"('VNvb5oLOpLg_00323',)",0,209
26,"('VNvb5oLOpLg_00324',)",0,122
26,"('VNvb5oLOpLg_00325',)",0,205
34,"('VNvb5oLOpLg_00326',)",0,159
34,"('VNvb5oLOpLg_00327',)",0,245
21,"('VNvb5oLOpLg_00328',)",0,211
21,"('VNvb5oLOpLg_00329',)",0,225
21,"('VNvb5oLOpLg_00330',)",0,151
21,"('VNvb5oLOpLg_00331',)",0,263
24,"('VNvb5oLOpLg_00332',)",0,283
24,"('VNvb5oLOpLg_00333',)",0,258
34,"('VNvb5oLOpLg_00334',)",0,152
34,"('VNvb5oLOpLg_00335',)",0,197
21,"('VNvb5oLOpLg_00336',)",0,128
21,"('VNvb5oLOpLg_00337',)",0,210
33,"('VNvb5oLOpLg_00338',)",0,129
33,"('VNvb5oLOpLg_00339',)",0,193
34,"('VNvb5oLOpLg_00340',)",0,291
34,"('VNvb5oLOpLg_00341',)",0,277
39,"('VNvb5oLOpLg_00342',)",0,99
39,"('VNvb5oLOpLg_00343',)",0,150
34,"('VNvb5oLOpLg_00344',)",0,169
34,"('VNvb5oLOpLg_00345',)",0,259
21,"('VNvb5oLOpLg_00346',)",0,204
21,"('VNvb5oLOpLg_00347',)",0,239
34,"('VNvb5oLOpLg_00348',)",0,143
34,"('VNvb5oLOpLg_00349',)",0,228
21,"('VNvb5oLOpLg_00350',)",0,410
21,"('VNvb5oLOpLg_00351',)",0,240
21,"('VNvb5oLOpLg_00352',)",0,156
21,"('VNvb5oLOpLg_00353',)",0,237
26,"('VNvb5oLOpLg_00354',)",0,169
26,"('VNvb5oLOpLg_00355',)",0,220
34,"('VNvb5oLOpLg_00356',)",0,280
34,"('VNvb5oLOpLg_00357',)",0,280
34,"('VNvb5oLOpLg_00358',)",0,241
34,"('VNvb5oLOpLg_00359',)",0,251
27,"('VNvb5oLOpLg_00360',)",0,94
27,"('VNvb5oLOpLg_00361',)",0,203
34,"('VNvb5oLOpLg_00362',)",0,101
34,"('VNvb5oLOpLg_00363',)",0,214
24,"('VNvb5oLOpLg_00364',)",0,224
24,"('VNvb5oLOpLg_00365',)",0,247
21,"('VNvb5oLOpLg_00366',)",0,129
21,"('VNvb5oLOpLg_00367',)",0,216
33,"('VNvb5oLOpLg_00368',)",0,107
33,"('VNvb5oLOpLg_00369',)",0,192
24,"('VNvb5oLOpLg_00370',)",0,196
24,"('VNvb5oLOpLg_00371',)",0,205
7,"('VNvb5oLOpLg_00372',)",0,153
7,"('VNvb5oLOpLg_00373',)",0,227
24,"('VNvb5oLOpLg_00374',)",0,195
24,"('VNvb5oLOpLg_00375',)",0,256
34,"('VNvb5oLOpLg_00376',)",0,178
34,"('VNvb5oLOpLg_00377',)",0,266
26,"('VNvb5oLOpLg_00378',)",0,224
26,"('VNvb5oLOpLg_00379',)",0,257
26,"('VNvb5oLOpLg_00380',)",0,146
26,"('VNvb5oLOpLg_00381',)",0,249
27,"('VNvb5oLOpLg_00382',)",0,143
27,"('VNvb5oLOpLg_00383',)",0,263
44,"('VNvb5oLOpLg_00384',)",0,164
44,"('VNvb5oLOpLg_00385',)",0,271
21,"('VNvb5oLOpLg_00386',)",0,234
21,"('VNvb5oLOpLg_00387',)",0,249
44,"('VNvb5oLOpLg_00388',)",0,352
44,"('VNvb5oLOpLg_00389',)",0,267
44,"('VNvb5oLOpLg_00390',)",0,189
44,"('VNvb5oLOpLg_00391',)",0,269
27,"('VNvb5oLOpLg_00392',)",0,215
27,"('VNvb5oLOpLg_00393',)",0,225
26,"('VNvb5oLOpLg_00394',)",0,140
26,"('VNvb5oLOpLg_00395',)",0,262
26,"('VNvb5oLOpLg_00396',)",0,270
26,"('VNvb5oLOpLg_00397',)",0,325
8,"('VNvb5oLOpLg_00398',)",0,259
8,"('VNvb5oLOpLg_00399',)",0,246
26,"('VNvb5oLOpLg_00400',)",0,120
26,"('VNvb5oLOpLg_00401',)",0,219
7,"('VNvb5oLOpLg_00402',)",0,215
7,"('VNvb5oLOpLg_00403',)",0,234
26,"('VNvb5oLOpLg_00404',)",0,243
26,"('VNvb5oLOpLg_00405',)",0,274
7,"('VNvb5oLOpLg_00406',)",0,167
7,"('VNvb5oLOpLg_00407',)",0,298
44,"('VNvb5oLOpLg_00408',)",0,296
44,"('VNvb5oLOpLg_00409',)",0,279
21,"('VNvb5oLOpLg_00410',)",0,144
21,"('VNvb5oLOpLg_00411',)",0,241
34,"('VNvb5oLOpLg_00412',)",0,163
34,"('VNvb5oLOpLg_00413',)",0,177
21,"('VNvb5oLOpLg_00414',)",0,283
21,"('VNvb5oLOpLg_00415',)",0,174
26,"('VNvb5oLOpLg_00416',)",0,215
26,"('VNvb5oLOpLg_00417',)",0,233
35,"('VNvb5oLOpLg_00418',)",0,154
35,"('VNvb5oLOpLg_00419',)",0,256
24,"('VNvb5oLOpLg_00420',)",0,219
24,"('VNvb5oLOpLg_00421',)",0,289
24,"('VNvb5oLOpLg_00422',)",0,148
24,"('VNvb5oLOpLg_00423',)",0,227
34,"('VNvb5oLOpLg_00424',)",0,164
34,"('VNvb5oLOpLg_00425',)",0,218
7,"('VNvb5oLOpLg_00426',)",0,278
7,"('VNvb5oLOpLg_00427',)",0,300
34,"('VNvb5oLOpLg_00428',)",0,220
34,"('VNvb5oLOpLg_00429',)",0,229
26,"('VNvb5oLOpLg_00430',)",0,157
26,"('VNvb5oLOpLg_00431',)",0,267
21,"('VNvb5oLOpLg_00432',)",0,205
21,"('VNvb5oLOpLg_00433',)",0,256
34,"('VNvb5oLOpLg_00434',)",0,174
34,"('VNvb5oLOpLg_00435',)",0,271
21,"('VNvb5oLOpLg_00436',)",0,254
21,"('VNvb5oLOpLg_00437',)",0,303
44,"('VNvb5oLOpLg_00438',)",0,219
44,"('VNvb5oLOpLg_00439',)",0,210
8,"('VNvb5oLOpLg_00440',)",0,311
8,"('VNvb5oLOpLg_00441',)",0,207
21,"('VNvb5oLOpLg_00442',)",0,431
21,"('VNvb5oLOpLg_00443',)",0,344
34,"('VNvb5oLOpLg_00444',)",0,118
34,"('VNvb5oLOpLg_00445',)",0,194
21,"('VNvb5oLOpLg_00446',)",0,170
21,"('VNvb5oLOpLg_00447',)",0,232
21,"('VNvb5oLOpLg_00448',)",0,159
21,"('VNvb5oLOpLg_00449',)",0,291
26,"('VNvb5oLOpLg_00450',)",0,282
26,"('VNvb5oLOpLg_00451',)",0,220
34,"('VNvb5oLOpLg_00452',)",0,183
34,"('VNvb5oLOpLg_00453',)",0,242
33,"('VNvb5oLOpLg_00454',)",0,274
33,"('VNvb5oLOpLg_00455',)",0,234
8,"('VNvb5oLOpLg_00456',)",0,156
8,"('VNvb5oLOpLg_00457',)",0,189
44,"('VNvb5oLOpLg_00458',)",0,156
44,"('VNvb5oLOpLg_00459',)",0,246
7,"('VNvb5oLOpLg_00460',)",0,204
7,"('VNvb5oLOpLg_00461',)",0,310
34,"('VNvb5oLOpLg_00462',)",0,220
34,"('VNvb5oLOpLg_00463',)",0,180
7,"('VNvb5oLOpLg_00464',)",0,171
7,"('VNvb5oLOpLg_00465',)",0,257
44,"('VNvb5oLOpLg_00466',)",0,486
44,"('VNvb5oLOpLg_00467',)",0,198
44,"('VNvb5oLOpLg_00468',)",0,255
44,"('VNvb5oLOpLg_00469',)",0,233
43,"('VNvb5oLOpLg_00470',)",0,171
43,"('VNvb5oLOpLg_00471',)",0,258
7,"('VNvb5oLOpLg_00472',)",0,201
7,"('VNvb5oLOpLg_00473',)",0,267
26,"('VNvb5oLOpLg_00474',)",0,234
26,"('VNvb5oLOpLg_00475',)",0,259
8,"('VNvb5oLOpLg_00476',)",0,106
8,"('VNvb5oLOpLg_00477',)",0,211
8,"('VNvb5oLOpLg_00478',)",0,119
8,"('VNvb5oLOpLg_00479',)",0,232
7,"('VNvb5oLOpLg_00480',)",0,141
7,"('VNvb5oLOpLg_00481',)",0,224
5,"('VNvb5oLOpLg_00482',)",0,122
5,"('VNvb5oLOpLg_00483',)",0,220
8,"('VNvb5oLOpLg_00484',)",0,157
8,"('VNvb5oLOpLg_00485',)",0,291
8,"('VNvb5oLOpLg_00486',)",0,111
8,"('VNvb5oLOpLg_00487',)",0,215
8,"('VNvb5oLOpLg_00488',)",0,149
8,"('VNvb5oLOpLg_00489',)",0,211
44,"('VNvb5oLOpLg_00490',)",0,118
44,"('VNvb5oLOpLg_00491',)",0,212
8,"('VNvb5oLOpLg_00492',)",0,260
8,"('VNvb5oLOpLg_00493',)",0,255
8,"('VNvb5oLOpLg_00494',)",0,133
8,"('VNvb5oLOpLg_00495',)",0,238
7,"('VNvb5oLOpLg_00496',)",0,169
7,"('VNvb5oLOpLg_00497',)",0,224
8,"('VNvb5oLOpLg_00498',)",0,376
8,"('VNvb5oLOpLg_00499',)",0,242
44,"('VNvb5oLOpLg_00500',)",0,220
44,"('VNvb5oLOpLg_00501',)",0,313
8,"('VNvb5oLOpLg_00502',)",0,128
8,"('VNvb5oLOpLg_00503',)",0,176
27,"('VNvb5oLOpLg_00504',)",0,189
27,"('VNvb5oLOpLg_00505',)",0,232
33,"('VNvb5oLOpLg_00506',)",0,151
33,"('VNvb5oLOpLg_00507',)",0,261
27,"('VNvb5oLOpLg_00508',)",0,202
27,"('VNvb5oLOpLg_00509',)",0,227
27,"('VNvb5oLOpLg_00510',)",0,143
8,"('VNvb5oLOpLg_00511',)",0,235
8,"('VNvb5oLOpLg_00512',)",0,89
34,"('VNvb5oLOpLg_00513',)",0,125
34,"('VNvb5oLOpLg_00514',)",0,220
33,"('VNvb5oLOpLg_00515',)",0,293
33,"('VNvb5oLOpLg_00516',)",0,205
21,"('VNvb5oLOpLg_00517',)",0,166
21,"('VNvb5oLOpLg_00518',)",0,192
22,"('VNvb5oLOpLg_00519',)",0,309
22,"('VNvb5oLOpLg_00520',)",0,274
33,"('VNvb5oLOpLg_00521',)",0,148
33,"('VNvb5oLOpLg_00522',)",0,223
44,"('VNvb5oLOpLg_00523',)",0,287
44,"('VNvb5oLOpLg_00524',)",0,233
17,"('VNvb5oLOpLg_00525',)",0,147
17,"('VNvb5oLOpLg_00526',)",0,280
21,"('VNvb5oLOpLg_00527',)",0,263
21,"('VNvb5oLOpLg_00528',)",0,263
33,"('VNvb5oLOpLg_00529',)",0,257
33,"('VNvb5oLOpLg_00530',)",0,248
21,"('VNvb5oLOpLg_00531',)",0,258
21,"('VNvb5oLOpLg_00532',)",0,275
21,"('VNvb5oLOpLg_00533',)",0,132
21,"('VNvb5oLOpLg_00534',)",0,194
26,"('VNvb5oLOpLg_00535',)",0,100
26,"('VNvb5oLOpLg_00536',)",0,199
44,"('VNvb5oLOpLg_00537',)",0,398
44,"('VNvb5oLOpLg_00538',)",0,317
30,"('VNvb5oLOpLg_00539',)",0,162
30,"('VNvb5oLOpLg_00540',)",0,265
30,"('VNvb5oLOpLg_00541',)",0,165
30,"('VNvb5oLOpLg_00542',)",0,215
7,"('VNvb5oLOpLg_00543',)",0,115
7,"('VNvb5oLOpLg_00544',)",0,207
44,"('VNvb5oLOpLg_00545',)",0,132
44,"('VNvb5oLOpLg_00546',)",0,208
44,"('VNvb5oLOpLg_00547',)",0,183
44,"('VNvb5oLOpLg_00548',)",0,252
44,"('VNvb5oLOpLg_00549',)",0,153
44,"('VNvb5oLOpLg_00550',)",0,213
39,"('VNvb5oLOpLg_00551',)",0,173
39,"('VNvb5oLOpLg_00552',)",0,222
1,"('VNvb5oLOpLg_00553',)",0,107
1,"('VNvb5oLOpLg_00554',)",0,201
44,"('VNvb5oLOpLg_00555',)",0,196
44,"('VNvb5oLOpLg_00556',)",0,236
43,"('VNvb5oLOpLg_00557',)",0,134
